"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","직원수","자격증소유자수","보조직원수","시설관리자수","기타직원수","병상수","욕실면적","총면적",
"73","의료유사업","01_01_10_P","3160000","PHMB420013160034042400001","20011011","","03","폐업","03","폐업","20110312","","","","","","152894","서울특별시 구로구 오류1동 51번지 31호","서울특별시 구로구 경인로 200 (오류동)","152894","씨티안마시술소","20110310174222","I","2018-08-31 23:59:59.0","안마시술소","186079.559805793","443702.009083588","안마시술소","3","","","","","13","","514.14",
"74","의료유사업","01_01_10_P","3110000","PHMB419973110032042400001","19970910","","03","폐업","03","폐업","20080723","","","","383-1806","","122860","서울특별시 은평구 불광동 484번지 75호","서울특별시 은평구 통일로82길 11 (불광동)","","리베안마시술소","20081217105413","I","2018-08-31 23:59:59.0","안마시술소","192900.792391738","457611.926155564","안마시술소","2","","","","","18","","577.27",
"75","의료유사업","01_01_10_P","3110000","PHMB419973110032042400002","19971008","","03","폐업","03","폐업","20180730","20180711","20190510","","02-383-0680","","122808","서울특별시 은평구 갈현동 398번지 6호","서울특별시 은평구 통일로 855-9 (갈현동)","","뉴욕안마시술소","20180730143743","I","2018-08-31 23:59:59.0","안마시술소","192859.357586305","457401.253093059","안마시술소","2","","","","","18","","375.31",
"76","의료유사업","01_01_10_P","3140000","PHMB420153140033042400002","20150601","","03","폐업","03","폐업","20211117","","","","2606-7781","","158863","서울특별시 양천구 신정동 1148번지 2호 3층","서울특별시 양천구 중앙로 235, 3층 (신정동)","08077","약손지압힐링안마원","20211117152848","U","2021-11-19 02:40:00.0","안마원","187007.685","446135.935","안마원","1","0","0","0","0","3","0","58",
"77","의료유사업","01_01_10_P","3140000","PHMB420163140033042400003","20161213","","03","폐업","03","폐업","20180711","","","","02-2644-8789","","","서울특별시 양천구 목동 405번지 216호 3층","서울특별시 양천구 오목로54길 2, 3층 (목동)","08005","맑은손지압안마센터","20180802133037","I","2018-08-31 23:59:59.0","안마원","188723.665205598","446911.177956532","안마원","1","","","","","3","","92.15",
"78","의료유사업","01_01_10_P","3140000","PHMB420173140033042400002","20170427","","03","폐업","03","폐업","20190401","","","","02-2601-7737","","","서울특별시 양천구 신정동 995번지 6호 정동프라자 402호","서울특별시 양천구 목동로 177, 402호 (신정동, 정동프라자)","08022","바른체형안마원","20190401135205","U","2019-04-03 02:40:00.0","안마원","187953.650617003","446905.045859132","안마원","","","","","","6","","114.06",
"79","의료유사업","01_01_10_P","3140000","PHMB420173140033042400003","20170803","","03","폐업","03","폐업","20190311","","","","02-2699-1217","","","서울특별시 양천구 신정동 980번지 11호 2층","서울특별시 양천구 은행정로 31, 2층 (신정동)","08027","약손힐링원","20190311125807","U","2019-03-13 02:40:00.0","안마원","187501.829710537","446706.89898076","안마원","","","","","","4","","125.57",
"80","의료유사업","01_01_10_P","3010000","PHMB420023010033042400001","20020321","","03","폐업","03","폐업","20130408","","","","","","100310","서울특별시 중구 오장동 139번지 1호 지하1층","서울특별시 중구 동호로 347 (오장동,지하1층)","","수안마시술소","20130408132000","I","2018-08-31 23:59:59.0","안마시술소","200112.127300648","451452.285186011","안마시술소","1","0","0","0","0","1","0","100",
"81","의료유사업","01_01_10_P","3010000","PHMB420083010033042400001","20080102","","03","폐업","03","폐업","20100609","","","","775-4087","","100180","서울특별시 중구 다동 114번지","서울특별시 중구 남대문로9길 8 (다동)","100180","무교안마시술소","20141017105858","I","2018-08-31 23:59:59.0","안마시술소","198342.279092973","451614.068606022","안마시술소","2","0","0","0","0","17","0","386.49",
"82","의료유사업","01_01_10_P","3010000","PHMB419923010033042400001","19920720","","03","폐업","03","폐업","20090506","","","","753-3438","","100080","서울특별시 중구 북창동 108번지 5호","서울특별시 중구 남대문로 25-13 (북창동)","","즐겨찾기안마시술소","20090519175252","I","2018-08-31 23:59:59.0","안마시술소","198005.134283014","451061.213099678","안마시술소","6","0","0","0","0","20","0","462.12",
"83","의료유사업","01_01_10_P","3010000","PHMB420033010033042400001","20120925","","03","폐업","03","폐업","20190925","20180501","20200430","","774-1466","","100180","서울특별시 중구 다동 58번지 1호 (효광빌딩5,6층)","서울특별시 중구 다동길 33 (다동, 효광빌딩5,6층)","04521","이과수안마시술소","20190925131429","U","2019-09-27 02:40:00.0","안마시술소","198264.78394422","451746.92183856","안마시술소","4","0","0","0","0","20","80","502.4",
"84","의료유사업","01_01_10_P","3010000","PHMB420023010033042400002","20020824","","03","폐업","03","폐업","20120529","","","","771-0045","","100874","서울특별시 중구 회현동1가 194번지 18호  2,3층","서울특별시 중구 퇴계로 67 (회현동1가,2,3층)","","상상플러스","20120529174443","I","2018-08-31 23:59:59.0","안마시술소","198119.34697342","450841.274063143","안마시술소","1","0","0","0","0","1","0","423.64",
"85","의료유사업","01_01_10_P","3010000","PHMB420133010033042400001","20130516","","03","폐업","03","폐업","20190426","","","","02-2277-6955","","","","서울특별시 중구 동호로 347, 지하1층 (오장동)","04547","젠틀맨안마시술소","20190426165918","U","2019-04-28 02:40:00.0","안마시술소","200112.127300648","451452.285186011","안마시술소","2","0","0","0","0","16","0","348.48",
"86","의료유사업","01_01_10_P","3180000","PHMB420053180034042400001","20050121","","03","폐업","03","폐업","20090428","","","","","","150045","서울특별시 영등포구 당산동5가 33번지 1호","서울특별시 영등포구 양평로 67 (당산동5가)","","영등포휠안마시술소","20090429082807","I","2018-08-31 23:59:59.0","안마시술소","191025.411208067","448084.396254976","안마시술소","1","0","0","0","0","1","0","329.29",
"87","의료유사업","01_01_10_P","3180000","PHMB420063180034042400001","20060808","","03","폐업","03","폐업","20220328","","","","","","150842","서울특별시 영등포구 신길6동 510번지 2호 지하","서울특별시 영등포구 여의대방로31길 16 (신길동,지하)","","보라매맥진안마원","20220328175554","U","2022-03-30 02:40:00.0","안마원","192721.464687463","444266.128400955","안마원","1","0","0","0","0","1","0","82.68",
"88","의료유사업","01_01_10_P","3180000","PHMB420043180034042400001","20040329","","03","폐업","03","폐업","20170714","20170609","20171208","","","","150901","서울특별시 영등포구 영등포동2가 94번지 154호 외 2","서울특별시 영등포구 버드나루로 23 (영등포동2가)","07253","솔안마시술소","20170714164345","I","2018-08-31 23:59:59.0","안마시술소","192165.93453037","446508.000792709","안마시술소","5","0","0","0","0","5","0","492",
"89","의료유사업","01_01_10_P","3180000","PHMB419843180034042400001","19840516","","03","폐업","03","폐업","20091021","","","","","","150804","서울특별시 영등포구 당산동3가 388번지 3호","서울특별시 영등포구 당산로33길 5 (당산동3가)","150804","유리성안마시술소","20091022105633","I","2018-08-31 23:59:59.0","안마시술소","190752.32588032","447208.361607245","안마시술소","2","0","0","0","0","5","0","159.9",
"90","의료유사업","01_01_10_P","3180000","PHMB420103180034042400001","20100216","","03","폐업","03","폐업","20121214","","","","2069-1351","","150033","서울특별시 영등포구 영등포동3가 3번지 4호 대흥빌딩 5,6층","서울특별시 영등포구 영등포로 248 (영등포동3가)","150033","고려안마시술소","20121214105947","I","2018-08-31 23:59:59.0","안마시술소","191864.36725295","446303.736780941","안마시술소","3","0","0","0","0","19","0","642.34",
"91","의료유사업","01_01_10_P","3180000","PHMB420163180034042400001","20160726","","03","폐업","03","폐업","20180612","","","","","","","서울특별시 영등포구 여의도동 12번지 5호 중앙보훈회관 505-2호","서울특별시 영등포구 국회대로76길 33, 505-2호 (여의도동, 중앙보훈회관)","07241","보은지압안마원","20180612101251","I","2018-08-31 23:59:59.0","안마원","193224.517898023","447474.871771651","안마원","1","0","0","0","0","1","1","36",
"92","의료유사업","01_01_10_P","3140000","PHMB420153140033042400001","20150508","","03","폐업","03","폐업","20170412","","","","2644-7582","","158806","서울특별시 양천구 목동 404번지 137호 4층","서울특별시 양천구 신목로 98, 4층 (목동)","08007","쾌유안마원","20170406133615","I","2018-08-31 23:59:59.0","안마원","188919.01389015","446786.559111612","안마원","2","","","","","7","","160.98",
"93","의료유사업","01_01_10_P","3180000","PHMB420093180034042400002","20090116","","03","폐업","03","폐업","20101202","","","","","","150858","서울특별시 영등포구 신길6동 3853번지 2층","서울특별시 영등포구 신풍로 58 (신길동,2층)","","비전안마시술소","20101202183044","I","2018-08-31 23:59:59.0","안마원","192191.649019103","444193.262359391","안마원","2","0","0","0","0","10","0","1110",
"94","의료유사업","01_01_10_P","3180000","PHMB419953180034042400001","19950529","","03","폐업","03","폐업","20120529","20120313","20130312","","","","150010","서울특별시 영등포구 여의도동 15번지 16호 지하1층","서울특별시 영등포구 국회대로66길 23 (여의도동)","150872","시크릿안마시술소","20120529205649","I","2018-08-31 23:59:59.0","안마시술소","192845.536925899","447322.662903887","안마시술소","2","0","0","0","0","16","0","335.39",
"95","의료유사업","01_01_10_P","3180000","PHMB420113180034042400002","20111118","","03","폐업","03","폐업","20121231","","","","","","150091","서울특별시 영등포구 문래동1가 72번지 12호 이화빌딩 301호","서울특별시 영등포구 경인로 714 (문래동1가)","150091","영신안마원","20121231160902","I","2018-08-31 23:59:59.0","안마원","190498.027426167","445473.136314254","안마원","1","0","0","0","0","0","0","66.1",
"96","의료유사업","01_01_10_P","3180000","PHMB420123180034042400001","20120920","","03","폐업","03","폐업","20190830","","","","831-0033","","150801","서울특별시 영등포구 당산동1가 269번지","서울특별시 영등포구 양산로 136 (당산동1가)","07265","행복안마원","20190830152436","U","2019-09-01 02:40:00.0","안마원","190914.071476879","446832.424796233","안마원","1","0","0","0","0","0","0","29.04",
"97","의료유사업","01_01_10_P","3180000","PHMB420133180034042400002","20131031","","03","폐업","03","폐업","20200702","","","","","","150071","서울특별시 영등포구 대림1동 907번지 5호 (2층)","서울특별시 영등포구 신길로15길 14 (대림동)","07427","메디칼지압안마원","20200702133258","U","2020-07-04 02:40:00.0","안마원","191687.466186201","443887.780726422","안마원","1","0","0","0","0","0","0","68.43",
"98","의료유사업","01_01_10_P","3180000","PHMB420153180034042400001","20150410","","03","폐업","03","폐업","20160519","","","","","","150042","서울특별시 영등포구 당산동2가 162번지 12호","서울특별시 영등포구 선유동1로 24-5 (당산동2가)","07263","지비안마원","20160519132429","I","2018-08-31 23:59:59.0","안마원","190412.072234626","446898.867370474","안마원","0","0","0","0","0","1","0","56.91",
"99","의료유사업","01_01_10_P","3010000","PHMB420103010033042400001","20100104","","03","폐업","03","폐업","20140101","","","","753-3438","","100080","서울특별시 중구 북창동 108-5","서울특별시 중구 남대문로 25-13 (북창동)","100080","즐겨찾기안마시술소","20131223131714","I","2018-08-31 23:59:59.0","안마시술소","198005.134283014","451061.213099678","안마시술소","2","0","0","0","0","20","48.54","503.22",
