번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료유사업종별명,종업원수,자격증소유자수,보조종업원수,시설관리자수,기타종업원수,병상수,욕실면적,총면적
77,의료유사업,01_01_10_P,3110000,PHMB419973110032042400002,19971008,,3,폐업,3,폐업,20180730,20180711,20190510,,02-383-0680,,122808,서울특별시 은평구 갈현동 398번지 6호,서울특별시 은평구 통일로 855-9 (갈현동),,뉴욕안마시술소,2.01807E+13,I,59:59.0,안마시술소,192859.3576,457401.2531,안마시술소,2,,,,,18,,375.31
78,의료유사업,01_01_10_P,3140000,PHMB420153140033042400002,20150601,,3,폐업,3,폐업,20211117,,,,2606-7781,,158863,서울특별시 양천구 신정동 1148번지 2호 3층,"서울특별시 양천구 중앙로 235, 3층 (신정동)",8077,약손지압힐링안마원,2.02111E+13,U,40:00.0,안마원,187007.685,446135.935,안마원,1,0,0,0,0,3,0,58
79,의료유사업,01_01_10_P,3140000,PHMB420163140033042400003,20161213,,3,폐업,3,폐업,20180711,,,,02-2644-8789,,,서울특별시 양천구 목동 405번지 216호 3층,"서울특별시 양천구 오목로54길 2, 3층 (목동)",8005,맑은손지압안마센터,2.01808E+13,I,59:59.0,안마원,188723.6652,446911.178,안마원,1,,,,,3,,92.15
80,의료유사업,01_01_10_P,3140000,PHMB420173140033042400002,20170427,,3,폐업,3,폐업,20190401,,,,02-2601-7737,,,서울특별시 양천구 신정동 995번지 6호 정동프라자 402호,"서울특별시 양천구 목동로 177, 402호 (신정동, 정동프라자)",8022,바른체형안마원,2.01904E+13,U,40:00.0,안마원,187953.6506,446905.0459,안마원,,,,,,6,,114.06
81,의료유사업,01_01_10_P,3140000,PHMB420173140033042400003,20170803,,3,폐업,3,폐업,20190311,,,,02-2699-1217,,,서울특별시 양천구 신정동 980번지 11호 2층,"서울특별시 양천구 은행정로 31, 2층 (신정동)",8027,약손힐링원,2.01903E+13,U,40:00.0,안마원,187501.8297,446706.899,안마원,,,,,,4,,125.57
82,의료유사업,01_01_10_P,3010000,PHMB420023010033042400001,20020321,,3,폐업,3,폐업,20130408,,,,,,100310,서울특별시 중구 오장동 139번지 1호 지하1층,"서울특별시 중구 동호로 347 (오장동,지하1층)",,수안마시술소,2.01304E+13,I,59:59.0,안마시술소,200112.1273,451452.2852,안마시술소,1,0,0,0,0,1,0,100
83,의료유사업,01_01_10_P,3010000,PHMB420083010033042400001,20080102,,3,폐업,3,폐업,20100609,,,,775-4087,,100180,서울특별시 중구 다동 114번지,서울특별시 중구 남대문로9길 8 (다동),100180,무교안마시술소,2.0141E+13,I,59:59.0,안마시술소,198342.2791,451614.0686,안마시술소,2,0,0,0,0,17,0,386.49
84,의료유사업,01_01_10_P,3010000,PHMB419923010033042400001,19920720,,3,폐업,3,폐업,20090506,,,,753-3438,,100080,서울특별시 중구 북창동 108번지 5호,서울특별시 중구 남대문로 25-13 (북창동),,즐겨찾기안마시술소,2.00905E+13,I,59:59.0,안마시술소,198005.1343,451061.2131,안마시술소,6,0,0,0,0,20,0,462.12
85,의료유사업,01_01_10_P,3010000,PHMB420033010033042400001,20120925,,3,폐업,3,폐업,20190925,20180501,20200430,,774-1466,,100180,"서울특별시 중구 다동 58번지 1호 (효광빌딩5,6층)","서울특별시 중구 다동길 33 (다동, 효광빌딩5,6층)",4521,이과수안마시술소,2.01909E+13,U,40:00.0,안마시술소,198264.7839,451746.9218,안마시술소,4,0,0,0,0,20,80,502.4
86,의료유사업,01_01_10_P,3010000,PHMB420023010033042400002,20020824,,3,폐업,3,폐업,20120529,,,,771-0045,,100874,"서울특별시 중구 회현동1가 194번지 18호  2,3층","서울특별시 중구 퇴계로 67 (회현동1가,2,3층)",,상상플러스,2.01205E+13,I,59:59.0,안마시술소,198119.347,450841.2741,안마시술소,1,0,0,0,0,1,0,423.64
87,의료유사업,01_01_10_P,3010000,PHMB420133010033042400001,20130516,,3,폐업,3,폐업,20190426,,,,02-2277-6955,,,,"서울특별시 중구 동호로 347, 지하1층 (오장동)",4547,젠틀맨안마시술소,2.01904E+13,U,40:00.0,안마시술소,200112.1273,451452.2852,안마시술소,2,0,0,0,0,16,0,348.48
88,의료유사업,01_01_10_P,3180000,PHMB420053180034042400001,20050121,,3,폐업,3,폐업,20090428,,,,,,150045,서울특별시 영등포구 당산동5가 33번지 1호,서울특별시 영등포구 양평로 67 (당산동5가),,영등포휠안마시술소,2.00904E+13,I,59:59.0,안마시술소,191025.4112,448084.3963,안마시술소,1,0,0,0,0,1,0,329.29
89,의료유사업,01_01_10_P,3180000,PHMB420063180034042400001,20060808,,3,폐업,3,폐업,20220328,,,,,,150842,서울특별시 영등포구 신길6동 510번지 2호 지하,"서울특별시 영등포구 여의대방로31길 16 (신길동,지하)",,보라매맥진안마원,2.02203E+13,U,40:00.0,안마원,192721.4647,444266.1284,안마원,1,0,0,0,0,1,0,82.68
90,의료유사업,01_01_10_P,3180000,PHMB420043180034042400001,20040329,,3,폐업,3,폐업,20170714,20170609,20171208,,,,150901,서울특별시 영등포구 영등포동2가 94번지 154호 외 2,서울특별시 영등포구 버드나루로 23 (영등포동2가),7253,솔안마시술소,2.01707E+13,I,59:59.0,안마시술소,192165.9345,446508.0008,안마시술소,5,0,0,0,0,5,0,492
91,의료유사업,01_01_10_P,3180000,PHMB419843180034042400001,19840516,,3,폐업,3,폐업,20091021,,,,,,150804,서울특별시 영등포구 당산동3가 388번지 3호,서울특별시 영등포구 당산로33길 5 (당산동3가),150804,유리성안마시술소,2.0091E+13,I,59:59.0,안마시술소,190752.3259,447208.3616,안마시술소,2,0,0,0,0,5,0,159.9
92,의료유사업,01_01_10_P,3180000,PHMB420103180034042400001,20100216,,3,폐업,3,폐업,20121214,,,,2069-1351,,150033,"서울특별시 영등포구 영등포동3가 3번지 4호 대흥빌딩 5,6층",서울특별시 영등포구 영등포로 248 (영등포동3가),150033,고려안마시술소,2.01212E+13,I,59:59.0,안마시술소,191864.3673,446303.7368,안마시술소,3,0,0,0,0,19,0,642.34
93,의료유사업,01_01_10_P,3180000,PHMB420163180034042400001,20160726,,3,폐업,3,폐업,20180612,,,,,,,서울특별시 영등포구 여의도동 12번지 5호 중앙보훈회관 505-2호,"서울특별시 영등포구 국회대로76길 33, 505-2호 (여의도동, 중앙보훈회관)",7241,보은지압안마원,2.01806E+13,I,59:59.0,안마원,193224.5179,447474.8718,안마원,1,0,0,0,0,1,1,36
94,의료유사업,01_01_10_P,3140000,PHMB420153140033042400001,20150508,,3,폐업,3,폐업,20170412,,,,2644-7582,,158806,서울특별시 양천구 목동 404번지 137호 4층,"서울특별시 양천구 신목로 98, 4층 (목동)",8007,쾌유안마원,2.01704E+13,I,59:59.0,안마원,188919.0139,446786.5591,안마원,2,,,,,7,,160.98
95,의료유사업,01_01_10_P,3180000,PHMB420093180034042400002,20090116,,3,폐업,3,폐업,20101202,,,,,,150858,서울특별시 영등포구 신길6동 3853번지 2층,"서울특별시 영등포구 신풍로 58 (신길동,2층)",,비전안마시술소,2.01012E+13,I,59:59.0,안마원,192191.649,444193.2624,안마원,2,0,0,0,0,10,0,1110
96,의료유사업,01_01_10_P,3180000,PHMB419953180034042400001,19950529,,3,폐업,3,폐업,20120529,20120313,20130312,,,,150010,서울특별시 영등포구 여의도동 15번지 16호 지하1층,서울특별시 영등포구 국회대로66길 23 (여의도동),150872,시크릿안마시술소,2.01205E+13,I,59:59.0,안마시술소,192845.5369,447322.6629,안마시술소,2,0,0,0,0,16,0,335.39
97,의료유사업,01_01_10_P,3180000,PHMB420113180034042400002,20111118,,3,폐업,3,폐업,20121231,,,,,,150091,서울특별시 영등포구 문래동1가 72번지 12호 이화빌딩 301호,서울특별시 영등포구 경인로 714 (문래동1가),150091,영신안마원,2.01212E+13,I,59:59.0,안마원,190498.0274,445473.1363,안마원,1,0,0,0,0,0,0,66.1
98,의료유사업,01_01_10_P,3180000,PHMB420123180034042400001,20120920,,3,폐업,3,폐업,20190830,,,,831-0033,,150801,서울특별시 영등포구 당산동1가 269번지,서울특별시 영등포구 양산로 136 (당산동1가),7265,행복안마원,2.01908E+13,U,40:00.0,안마원,190914.0715,446832.4248,안마원,1,0,0,0,0,0,0,29.04
99,의료유사업,01_01_10_P,3180000,PHMB420133180034042400002,20131031,,3,폐업,3,폐업,20200702,,,,,,150071,서울특별시 영등포구 대림1동 907번지 5호 (2층),서울특별시 영등포구 신길로15길 14 (대림동),7427,메디칼지압안마원,2.02007E+13,U,40:00.0,안마원,191687.4662,443887.7807,안마원,1,0,0,0,0,0,0,68.43
100,의료유사업,01_01_10_P,3180000,PHMB420153180034042400001,20150410,,3,폐업,3,폐업,20160519,,,,,,150042,서울특별시 영등포구 당산동2가 162번지 12호,서울특별시 영등포구 선유동1로 24-5 (당산동2가),7263,지비안마원,2.01605E+13,I,59:59.0,안마원,190412.0722,446898.8674,안마원,0,0,0,0,0,1,0,56.91
101,의료유사업,01_01_10_P,3010000,PHMB420103010033042400001,20100104,,3,폐업,3,폐업,20140101,,,,753-3438,,100080,서울특별시 중구 북창동 108-5,서울특별시 중구 남대문로 25-13 (북창동),100080,즐겨찾기안마시술소,2.01312E+13,I,59:59.0,안마시술소,198005.1343,451061.2131,안마시술소,2,0,0,0,0,20,48.54,503.22
102,의료유사업,01_01_10_P,3010000,PHMB420103010033042400002,20100628,,3,폐업,3,폐업,20110126,,,,2266-9675,,100300,서울특별시 중구 초동 158-6 (2층),,,전통경락안마원,2.01101E+13,I,59:59.0,안마원,,,안마원,1,0,0,0,0,0,0,22.55
103,의료유사업,01_01_10_P,3010000,PHMB420103010033042400003,20100930,,3,폐업,3,폐업,20110526,,,,2268-8259,,100195,서울특별시 중구 을지로5가 273-3 3층,,,덕산안마원,2.01105E+13,I,59:59.0,안마원,,,안마원,2,0,0,0,0,0,0,8.2
104,의료유사업,01_01_10_P,3010000,PHMB420113010033042400003,20110616,,3,폐업,3,폐업,20130426,,,,2275-0675,,100866,서울특별시 중구 필동1가 21-2 선일빌딩2층,,,OJS치유안마원,2.01304E+13,I,59:59.0,안마원,,,안마원,1,0,0,0,0,0,0,78.7
105,의료유사업,01_01_10_P,3010000,PHMB420093010033042400001,20090608,,3,폐업,3,폐업,20130313,,,,2235-1151,,100454,서울특별시 중구 신당4동 251번지 74호 유영빌딩2층,"서울특별시 중구 다산로47길 43 (신당동,유영빌딩2층)",,효사랑안마원,2.01303E+13,I,59:59.0,안마원,201136.2691,451568.1053,안마원,1,0,0,0,0,0,0,56.2
106,의료유사업,01_01_10_P,3010000,PHMB420093010033042400002,20090604,,3,폐업,3,폐업,20110602,,,,2238-8085,,100450,서울특별시 중구 신당동 52번지 100호,서울특별시 중구 퇴계로88길 61 (신당동),,이범석전통안마원,2.01106E+13,I,59:59.0,안마원,201658.2688,451217.424,안마원,2,0,0,0,0,2,0,105.6
107,의료유사업,01_01_10_P,3140000,PHMB419983140033042400001,19980925,,3,폐업,3,폐업,20091102,,,,2699-4999,,158070,서울특별시 양천구 신정동 902번지 18호 (오목로146),,,홍안마시술소,2.00911E+13,I,59:59.0,안마시술소,187703.7985,447098.4695,안마시술소,11,,,,,15,48,390.79
108,의료유사업,01_01_10_P,3140000,PHMB420023140033042400001,20021223,,3,폐업,3,폐업,20090506,,,,2696-8843,,158074,서울특별시 양천구 신정동 972번지 5호 (신정중앙길13),,,으뜸안마시술소,2.00905E+13,I,59:59.0,안마시술소,186911.6991,446582.8646,안마시술소,2,,,,,14,,465.45
109,의료유사업,01_01_10_P,3140000,PHMB420073140033042400001,20070820,,3,폐업,3,폐업,20131212,,,,2645-7975,,158861,서울특별시 양천구 신정1동 1026번지 2호 201호,"서울특별시 양천구 신월로 340, 2층 201호 (신정동)",158861,라파안마원,2.01312E+13,I,59:59.0,안마원,187456.0221,446600.0051,안마원,2,,,,,6,,112.3
110,의료유사업,01_01_10_P,3140000,PHMB420093140033042400001,20091103,,3,폐업,3,폐업,20201021,,,,02-2699-4999,,158857,서울특별시 양천구 신정4동 902번지 18호 5층,"서울특별시 양천구 오목로 217, 5층 (신정동)",7945,홍안마시술소,2.0201E+13,U,40:00.0,안마시술소,187703.7985,447098.4695,안마시술소,4,,,,,15,,390.79
111,의료유사업,01_01_10_P,3010000,PHMB420163010033042400001,20160502,,3,폐업,3,폐업,20180530,,,,02-2272-8770,,,서울특별시 중구 필동3가 41번지 2호 2층,"서울특별시 중구 필동로 27-1, 2층 (필동3가)",4623,루아흐의핑거스토리안마원,2.01806E+13,I,59:59.0,안마원,199604.1887,450751.1549,안마원,0,0,0,0,0,0,0,48.74
112,의료유사업,01_01_10_P,3010000,PHMB420163010033042400002,20160822,,3,폐업,3,폐업,20191206,,,,,,,서울특별시 중구 필동1가 36번지 2호 203호,"서울특별시 중구 퇴계로 188, 2층 203호 (필동1가)",4627,시원지압안마원,2.01912E+13,U,40:00.0,안마원,199272.3503,450950.1703,안마원,1,0,0,0,0,0,0,42
113,의료유사업,01_01_10_P,3940000,PHMB420183940139042400002,20181116,,3,폐업,3,폐업,20190507,,,,,,,경기도 고양시 일산동구 장항동 856번지 1호 대양빌딩,"경기도 고양시 일산동구 정발산로 39, 대양빌딩 4층 404,405호 (장항동)",10402,일산건강안마원,2.01905E+13,U,40:00.0,안마원,179908.7176,461688.5423,안마원,4,,,,,,,121
114,의료유사업,01_01_10_P,3200000,PHMB420183200033042400001,20181109,,3,폐업,3,폐업,20211005,,,,02-6408-8868,,,서울특별시 관악구 봉천동 1667번지 30호,"서울특별시 관악구 봉천로 493, 3층 (봉천동)",8737,정체안마원,2.02112E+13,U,40:00.0,안마원,195928.1187,442168.0661,안마원,1,0,0,0,0,2,0,48.38
115,의료유사업,01_01_10_P,5350000,PHMB420195350029042400001,20190215,,3,폐업,3,폐업,20200604,,,,,,,경상남도 김해시 대청동 301번지 6호,"경상남도 김해시 삼문로 11, 트윈빌딩 2층 (대청동)",51004,장수지압원,2.02006E+13,U,40:00.0,안마원,364041.6418,189630.1284,안마원,1,,,,,,,53.71
116,의료유사업,01_01_10_P,4970000,PHMB420194970018042400001,20190315,,3,폐업,3,폐업,20210201,,,,,,,전라남도 영광군 영광읍 도동리 253번지 17호,"전라남도 영광군 영광읍 중앙로4길 3-4, 2층",57046,힐링지압원,2.02107E+13,U,40:00.0,안마원,155555.746,197478.391,안마원,1,0,0,0,0,2,0,55.9
117,의료유사업,01_01_10_P,4640000,PHMB420194640131042400001,20190207,,3,폐업,3,폐업,20210604,,,,225-1344,,,,전라북도 전주시 덕진구 송천4길 45 (송천동1가),54834,두수안마원,2.02106E+13,U,40:00.0,안마원,210509.4339,262390.0275,안마원,1,,,,,1,,66.11
118,의료유사업,01_01_10_P,4640000,PHMB420194640131042400002,20190219,,3,폐업,3,폐업,20220420,,,,,,,전라북도 전주시 덕진구 우아동2가 932번지 5호,전라북도 전주시 덕진구 동부대로 427 (우아동2가),55023,전주안마원,2.02204E+13,U,40:00.0,안마원,215736.6445,258907.7176,안마원,2,0,0,0,0,0,0,208.56
119,의료유사업,01_01_10_P,3410000,PHMB420043410023042400001,20040906,,3,폐업,3,폐업,20090616,,,,053-425-0041,,700020,대구광역시 중구 향촌동 16번지,대구광역시 중구 북성로 106-6 (향촌동),,뉴대구안마시술소,2.00906E+13,I,59:59.0,안마시술소,343880.6293,264937.0429,안마시술소,2,,,,,23,,768
120,의료유사업,01_01_10_P,3410000,PHMB420083410023042400001,20080229,,3,폐업,3,폐업,20101025,,,,053-818-0019,,700803,대구광역시 중구 남산동 923번지 16호,대구광역시 중구 명륜로21길 84 (남산동),,약손안마원,2.0101E+13,I,59:59.0,안마원,343872.2478,263822.3372,안마원,1,,,,,1,,63
121,의료유사업,01_01_10_P,3420000,PHMB420133420023042400001,20131128,,3,폐업,3,폐업,20210120,,,,053-755-6982,,701830,대구광역시 동구 신천4동 375번지 10호,대구광역시 동구 동부로30길 35-1 (신천동),41248,더원안마시술소,2.02101E+13,U,40:00.0,안마시술소,347053.5442,264961.0105,안마시술소,3,,,,,19,,383.45
122,의료유사업,01_01_10_P,3420000,PHMB420143420023042400001,20141124,,3,폐업,3,폐업,20190304,,,,053-323-2131,,701815,대구광역시 동구 신암동 214번지 11호,대구광역시 동구 아양로 50 (신암동),41208,수안마시술소,2.01903E+13,U,40:00.0,안마시술소,346183.0759,265851.0198,안마시술소,2,,,,,10,,296.4
123,의료유사업,01_01_10_P,3420000,PHMB420173420023042400002,20171226,,3,폐업,3,폐업,20180306,,,,,,41036,,"대구광역시 동구 팔공로26길 52-1, 1층 (도동)",41036,참시원안마원,2.01803E+13,I,59:59.0,안마원,348533.908,269002.5095,안마원,,,,,,,,55.51
124,의료유사업,01_01_10_P,3450000,PHMB420073450022042400003,20070919,,3,폐업,3,폐업,20090219,,,,,,702021,대구광역시 북구 복현1동 461번지 1호,대구광역시 북구 경진로1길 71 (복현동),,하나비안마시술소,2.00902E+13,I,59:59.0,안마시술소,346188.1085,267078.7586,안마시술소,5,,,,,12,,502.47
125,의료유사업,01_01_10_P,3450000,PHMB420023450022042400001,20020221,,3,폐업,3,폐업,20171127,20100429,20100920,,312-2220,,702886,대구광역시 북구 동천동 910번지 4호,대구광역시 북구 동천로 128-16 (동천동),41423,비젼안마시술소,2.01711E+13,I,59:59.0,안마시술소,340921.609,272478.9473,안마시술소,2,,,,,7,,433.13
126,의료유사업,01_01_10_P,3450000,PHMB420083450022042400001,20080325,,3,폐업,3,폐업,20200429,,,,654-0721,,702831,대구광역시 북구 복현1동 426번지 6호,대구광역시 북구 동북로 240 (복현동),41562,삼성안마시술소,2.02004E+13,U,40:00.0,안마시술소,345960.0647,267323.9295,안마시술소,2,,,,,10,,238.92
127,의료유사업,01_01_10_P,3450000,PHMB420033450022042400001,20030213,,3,폐업,3,폐업,20090608,,,,381-1477,,702845,대구광역시 북구 산격2동 1617번지,대구광역시 북구 유통단지로13길 13-11 (산격동),,우리안마시술소,2.00906E+13,I,59:59.0,안마시술소,345127.8139,268689.8698,안마시술소,3,,,,,9,,650
128,의료유사업,01_01_10_P,3450000,PHMB420063450022042400001,20060927,,3,폐업,3,폐업,20121022,20111130,20120229,,053-352-7777,,702062,대구광역시 북구 칠성동2가 289번지 1호,대구광역시 북구 칠성남로 129 (칠성동2가),702851,엘에이안마시술소,2.0121E+13,I,59:59.0,안마시술소,343940.2257,265350.6885,안마시술소,2,,,,,12,,543
129,의료유사업,01_01_10_P,3450000,PHMB420133450022042400003,20130712,,3,폐업,3,폐업,20141124,,,,053-324-9858,,702805,대구광역시 북구 구암동 821번지 7호,"대구광역시 북구 구암로54길 15, 1층 (구암동)",702805,황실안마원,2.01411E+13,I,59:59.0,안마원,341420.4365,271660.6044,안마원,1,,,,,,,116.47
