name,addr,phone,link,region,x,y,NAVER_addr
행복한힐링안마원,부산광역시 사하구 동매로 81번길 1 (하단동),202-9393,http://xn--hz2b11ew7coa499cy81avya.kr/skin/sub_page.php?page_idx=141,부산,128.9669397,35.1025767,부산광역시 사하구 동매로81번길 1
화명지압안마원,"부산광역시 북구 금곡대로 303번길 12, 샤롯데 203호 (화명동)",362-7575,http://xn--hz2b11ew7coa499cy81avya.kr/skin/sub_page.php?page_idx=141,부산,129.0130605,35.2356812,부산광역시 북구 금곡대로303번길 12 샤롯데
회복지압원,부산광역시 동래구 여고북로 167 (온천동),501-3369,http://xn--hz2b11ew7coa499cy81avya.kr/skin/sub_page.php?page_idx=141,부산,129.0739818,35.2021801,부산광역시 동래구 여고북로 167
효사랑안마지압원,"부산광역시 사하구 장평로 449번길 26, 청아하늘정원 2차 상가 101호 (괴정동)",205-3331,http://xn--hz2b11ew7coa499cy81avya.kr/skin/sub_page.php?page_idx=141,부산,128.9853488,35.0987569,부산광역시 사하구 장평로449번길 26 천아하늘정원2차아파트
몸편한안마원,대구광역시 달서구 달구벌대로1545.골든뷰메디타워 6층,053-562-1256,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=27,대구,128.5360949,35.8503551,대구광역시 달서구 달구벌대로 1545 골든뷰 메디타워
수성매니어건강안마원,"대구광역시 수성구 범어로16길 14, 2층 (범어동) (수성구청역 3번 출구)",053-754-8388,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=18,대구,128.6363519,35.8559072,대구광역시 수성구 범어로16길 14
건강지킴이안마원,"대구시 남구 대봉로 42, 한도상가 103호",053-654-0115,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=15,대구,128.6043937,35.8424877,대구광역시 남구 대봉로 42 한도아파트
허준안마원,대구시 중구 남일동 131-1번지 평강빌딩201호,053)254-7579,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=14,대구,128.592796,35.8690875,대구광역시 중구 중앙대로79길 13 근린생활시설
제일안마원,대구광역시 동구 율하동로 23길 38 (율하동 228-15),053)290-0116,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=13,대구,128.6979942,35.870415,대구광역시 동구 율하동로23길 38
조은건강안마센터,대구광역시 수성구 범어동 752 3층,053)424-5577,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=10,대구,128.6255026,35.8503638,대구광역시 수성구 동대구로 224
웰빙안마원,"대구시 남구 명덕로 46, 동산빌딩 3층",053)652-7575,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=9,대구,128.5758606,35.8591764,대구광역시 남구 명덕로 46
약손안마원,"대구광역시 중구  태평로1가 1-187, 태평라이프아파트  241호",053)425-7695,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=8,대구,128.5976461,35.8748306,대구광역시 중구 태평로 177 태평라이프아파트
이창숙안마원,대구광역시 서구 국채보상로75길 36-2,053-564-8575,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=5,대구,128.5724897,35.8754021,대구광역시 서구 국채보상로75길 36-2
영광안마원,대구시 중구 남일동 131-1,053-253-1889 / 010-4509-2260,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=4,대구,128.592796,35.8690875,대구광역시 중구 중앙대로79길 13 근린생활시설
토닥토닥 몸사랑 안마원,대구시 수성구 범어동 35-1번지 범어역 우방유쉘상가 지하1층 제2-B02호,053-964-9373,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=3,대구,128.6257698,35.8616237,대구광역시 수성구 동대구로 345 범어역우방유쉘
뉴몸튼튼안마원,"대구광역시 달서구 월성로 20, 건도파라다이스 3층",053-633-9917,http://www.dganma.com/bbs/board.php?bo_table=find&wr_id=2,대구,128.5331508,35.8315758,대구광역시 달서구 월성로 20 건도파라다이스
장성안마원,포항시 북구 새천년대로1076번길 27-6(두호동 1101-5),010-9141-7578,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%ED%8F%AC%ED%95%AD%EC%8B%9C,경북,129.3745575,36.0647368,경상북도 포항시 북구 새천년대로1076번길 27-6
상주 척추 안마원,상주시 동수로 69(서문동 61-7),010-2533-0298,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%83%81%EC%A3%BC%EC%8B%9C,경북,128.1556249,36.4188707,경상북도 상주시 동수로 69
O-편한케어안마원,고령군 대가야읍 쾌빈리 554-8(왕릉로 95),054-610-4789,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B3%A0%EB%A0%B9%EA%B5%B0,경북,128.2665561,35.7283639,경상북도 고령군 대가야읍 왕릉로 95
라파지압안마원,영덕군 영덕읍 남석2길 5,010-3939-6618,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%98%81%EB%8D%95%EA%B5%B0,경북,129.3672156,36.4104944,경상북도 영덕군 영덕읍 남석2길 5
중앙 백안마원,"경주시 화랑로 53, 2층 (성건동)",010-5691-9989,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.2066463,35.8449429,경상북도 경주시 화랑로 53
가자안마원,경주시 북정로 61(성동동),010-2533-8746,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.215308,35.8463733,경상북도 경주시 북정로 61
약손안마지압원,울진군 울진읍 울진 중앙로 208,010-3399-8898,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%9A%B8%EC%A7%84%EA%B5%B0,경북,129.4011756,37.0000927,경상북도 울진군 울진읍 울진중앙로 208
영주안마원,영주시 중앙로 74(영주동),054-637-3309,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%98%81%EC%A3%BC%EC%8B%9C,경북,128.624262,36.8218836,경상북도 영주시 중앙로 74
경북안마원,경주시 강동면 강동로 23,010-3549-9080,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.2739245,35.9879219,경상북도 경주시 강동면 강동로 23
건강지압 안마원,경주시 성건동 342-14,010-4725-6988,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.2062833,35.8423495,경상북도 경주시 원효로 49 왕산빌딩
바른체형 안마원,안동시 경동로 159(송현동),054-853-3838,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%95%88%EB%8F%99%EC%8B%9C,경북,128.6791787,36.5750263,경상북도 안동시 경동로 159
황금안마원,포항시 북구 장성동 1575-18,010-3534-2058,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%ED%8F%AC%ED%95%AD%EC%8B%9C,경북,129.38627,36.0753318,경상북도 포항시 북구 법원로 1
가고픈 약손안마원,경주시 금성로 280,054-776-9877,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.2072573,35.8426792,경상북도 경주시 금성로 280
다나안마원,영천시 야사동 334-35,010-5556-8733,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%98%81%EC%B2%9C%EC%8B%9C,경북,128.9428096,35.9742385,경상북도 영천시 상록4길 66
약손명가 안마원,김천시 중앙공원길 9,054-432-7744,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B9%80%EC%B2%9C%EC%8B%9C,경북,128.1191956,36.1200148,경상북도 김천시 중앙공원길 9
수 안마원,구미시 봉곡남로 110(봉곡동)2층,010-3668-6378,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B5%AC%EB%AF%B8%EC%8B%9C,경북,128.3140989,36.1498923,경상북도 구미시 봉곡남로 110
가 안마원,"경주시 금성로 295, 경주 중앙시장 상가 제 8호 2층 4호",054-777-6568,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.2067453,35.8439605,경상북도 경주시 금성로 295 경주중앙시장
청춘 힐링 안마원,"상주시 상서문3길 80, 1층",010-6564-1122,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%83%81%EC%A3%BC%EC%8B%9C,경북,128.1558679,36.414011,경상북도 상주시 상서문3길 80
안마나라 치료원,"경주시 북성로 51번길, 26-10 경주오피스텔 213호",010-3661-0201,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.2077154,35.849446,경상북도 경주시 북성로51번길 26-10 경주오피스텔
ACE 안마원,경주시 태종로 699번길 20-1,010-3534-1199,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%A3%BC%EC%8B%9C,경북,129.2050052,35.8404173,경상북도 경주시 태종로699번길 20-1
몸사랑 경락안마원,"구미시 상사서로 223(사곡동 603-179), 코스모스 상가 1층",054-463-8259,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B5%AC%EB%AF%B8%EC%8B%9C,경북,128.3571024,36.1016712,경상북도 구미시 상사서로 223
시원한 안마 지압원,포항시 북구 성실로 30-10(장성동 866-192),"054-232-6546, 010-2804-6546",http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%ED%8F%AC%ED%95%AD%EC%8B%9C,경북,129.3760727,36.0664351,경상북도 포항시 북구 성실로 30-10
쌍사 수 안마원,포항시 북구 중흥로 140번길 7-2,054-277-6369,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%ED%8F%AC%ED%95%AD%EC%8B%9C,경북,129.3546526,36.0167209,경상북도 포항시 북구 중흥로140번길 7-2
포항 이동 안마원,"포항시 남구 대이로 93(대잠동), 2층",054-610-7575,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%ED%8F%AC%ED%95%AD%EC%8B%9C,경북,129.3405019,36.0234444,경상북도 포항시 남구 대이로 93
포항안마원,포항시 남구 대도동 14-7 금성대도타운 상가107호,054-273-8857 / 010-3399-8898,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%ED%8F%AC%ED%95%AD%EC%8B%9C,경북,129.3644795,36.0239358,경상북도 포항시 남구 양학천로136번길 37 금성대도타운
인동안마원,구미시 인동중앙로7길 11,054-473-9875,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B5%AC%EB%AF%B8%EC%8B%9C,경북,128.4214188,36.1086921,경상북도 구미시 인동중앙로7길 11
전통안마원,영주시 지천로 184번길 22,010-9938-7558,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EC%98%81%EC%A3%BC%EC%8B%9C,경북,128.6203011,36.8154108,경상북도 영주시 지천로184번길 22
사랑케어 안마원,포항시 북구 대신동 956-30,054-244-7720,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%ED%8F%AC%ED%95%AD%EC%8B%9C,경북,129.3649556,36.0482184,경상북도 포항시 북구 월막길24번길 1-2
테라피 지압 안마원,봉화군 봉화읍 내성로 94 2층,054-673-3301,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EB%B4%89%ED%99%94%EA%B5%B0,경북,128.7406245,36.8907516,경상북도 봉화군 봉화읍 내성로 94 커피비
건강안마원,"구미시 원평동 444-8번지 (경북 구미시 원남로 130-1, 1층)",054-444-7588,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B5%AC%EB%AF%B8%EC%8B%9C,경북,128.3340509,36.1263184,경상북도 구미시 원남로 130-1
힐링안마원,"경산시 중방동 859-4번지 (경안로 39길 31, 동현빌딩 1층)",053-801-6633,http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%82%B0%EC%8B%9C,경북,128.7342652,35.8234122,경상북도 경산시 경안로39길 31
복손안마원,경산시 옥산동 407번지 (성암로 5길 11),"053-812-2988, 010-3823-4849",http://kbanma.or.kr/bbs/board.php?bo_table=e_b&sca=%EA%B2%BD%EC%82%B0%EC%8B%9C,경북,128.7199527,35.8233028,경상북도 경산시 성암로5길 11
조은안마원,경남 창원시 성산구 마디미서로 54,,http://knanma.com/parlor/view?m=16&id=250,경남,128.6808909,35.2208386,경상남도 창원시 성산구 마디미서로 54 서울아동병원
최선생안마원,경남 진주시 진주역로 114,,http://knanma.com/parlor/view?m=16&id=249,경남,128.115588,35.1515096,경상남도 진주시 진주역로 114 시티프라디움
제일약손안마원,경남 사천시 사천읍 정의길 41,,http://knanma.com/parlor/view?m=16&id=248,경남,128.0886502,35.0848362,경상남도 사천시 사천읍 정의길 41 성민쌀상회
바른몸약손안마원(밀양),경남 밀양시 내이2길 8,,http://knanma.com/parlor/view?m=16&id=226,경남,128.7440034,35.497131,경상남도 밀양시 내이2길 8
건암물리지압원,경남 창원시 진해구 동진로 56-4,,http://knanma.com/parlor/view?m=16&id=223,경남,128.7015034,35.1519863,경상남도 창원시 진해구 동진로 56-4
함양안마원,경남 함양군 수동면 수동1길 172,,http://knanma.com/parlor/view?m=16&id=217,경남,127.7853155,35.5217699,경상남도 함양군 수동면 수동1길 172
홍선생안마원,경남 창녕군 남지읍 동포7길 9,,http://knanma.com/parlor/view?m=16&id=206,경남,128.477311,35.3896661,경상남도 창녕군 남지읍 동포7길 9
참편안안마원,경남 진주시 의곡길 3,,http://knanma.com/parlor/view?m=16&id=205,경남,128.082461,35.1976719,경상남도 진주시 의곡길 3
진주지압안마센터,경남 진주시 돗골로94번길 6,,http://knanma.com/parlor/view?m=16&id=204,경남,128.1130579,35.1764386,경상남도 진주시 돗골로94번길 6
건강안마원,경남 의령군 의령읍 의병로15길 3,,http://knanma.com/parlor/view?m=16&id=200,경남,128.258685,35.3196037,경상남도 의령군 의령읍 의병로15길 3
주원전통안마원,경남 양산시 삼호동부로 39,,http://knanma.com/parlor/view?m=16&id=199,경남,129.1676931,35.4079608,경상남도 양산시 삼호동부로 39
정유섬지압원,경남 양산시 양주3길 11-10,,http://knanma.com/parlor/view?m=16&id=198,경남,129.0327259,35.3407706,경상남도 양산시 양주3길 11-10
이곳생명샘지압안마원,경남 양산시 북안남3길 23,,http://knanma.com/parlor/view?m=16&id=197,경남,129.0376645,35.3460222,경상남도 양산시 북안남3길 23
약손건강안마원,경남 양산시 동면 금오4길 66,,http://knanma.com/parlor/view?m=16&id=196,경남,129.0274564,35.3133355,경상남도 양산시 동면 금오4길 66
창원안마원,경남 창원시 의창구 도계로 102,,http://knanma.com/parlor/view?m=16&id=195,경남,128.6403112,35.2559253,경상남도 창원시 의창구 도계로 102 대남상가아파트
라파지압안마원,경남 양산시 물금읍 청운로 185,,http://knanma.com/parlor/view?m=16&id=194,경남,129.0028103,35.3172103,경상남도 양산시 물금읍 청운로 185 오즈시티
명인안마지압센터,경남 창원시 성산구 원이대로393번길 25,,http://knanma.com/parlor/view?m=16&id=193,경남,128.6625597,35.2399604,경상남도 창원시 성산구 원이대로393번길 25 케이프타운
두드림안마센터,경남 창원시 성산구 용지로 74,,http://knanma.com/parlor/view?m=16&id=192,경남,128.676637,35.2224402,경상남도 창원시 성산구 용지로 74 전원상가
바른안마원,경남 창원시 성산구 상남동 73-4,,http://knanma.com/parlor/view?m=16&id=191,경남,128.6794787,35.2204845,경상남도 창원시 성산구 상남로 71 창원코아상가
윤안마원,경남 창원시 성산구 마디미로31번길 10,,http://knanma.com/parlor/view?m=16&id=190,경남,128.6846677,35.2210273,경상남도 창원시 성산구 마디미로31번길 10 새미래빌딩
화타의손안마원,경남 창원시 마산회원구 합성옛길 271,,http://knanma.com/parlor/view?m=16&id=189,경남,128.5874534,35.2428688,경상남도 창원시 마산회원구 합성옛길 271
행복한지압원,경남 창원시 마산회원구 용마로 126,,http://knanma.com/parlor/view?m=16&id=188,경남,128.5857644,35.2232596,경상남도 창원시 마산회원구 용마로 126
제일안마센터,경남 창원시 마산회원구 양덕로 193,,http://knanma.com/parlor/view?m=16&id=187,경남,128.5797945,35.2339728,경상남도 창원시 마산회원구 양덕로 193 제일빌딩
전통안마지압센터,경남 창원시 마산회원구 삼호로 36,,http://knanma.com/parlor/view?m=16&id=186,경남,128.5867897,35.221414,경상남도 창원시 마산회원구 삼호로 36
한효안마센터,경남 창원시 마산회원구 북성로 118,,http://knanma.com/parlor/view?m=16&id=185,경남,128.5708996,35.2175499,경상남도 창원시 마산회원구 북성로 118 한효프라자 빌딩
기룡안마지압센터,경남 창원시 마산합포구 진동면 서촌숲끝길 16,,http://knanma.com/parlor/view?m=16&id=184,경남,128.4875585,35.1163605,경상남도 창원시 마산합포구 진동면 서촌숲끝길 16
정일품안마통증관리,경남 창원시 마산합포구 오동서17길 10-16,,http://knanma.com/parlor/view?m=16&id=183,경남,128.5738044,35.2101447,경상남도 창원시 마산합포구 오동서17길 10-16
